"Localidades";"Períodos";"Índice de Desenvolvimento Humano Municipal - IDHM ";"Índice de Desenvolvimento Humano Municipal - IDHM - Ranking dos Municípios ";"Índice de Desenvolvimento Humano Municipal - IDHM Longevidade ";"Índice de Desenvolvimento Humano Municipal - IDHM Educação ";"Índice de Desenvolvimento Humano Municipal - IDHM Renda ";"Cód. IBGE"
"Serra Azul";"2000";"0,596";"553";"0,737";"0,449";"0,64";3551405
"Serra Azul";"2010";"0,686";"614";"0,81";"0,572";"0,697";3551405
"Serra Negra";"1991";"0,575";"49";"0,763";"0,368";"0,676";3551603
"Serra Negra";"2000";"0,704";"65";"0,815";"0,561";"0,762";3551603
"Serra Negra";"2010";"0,767";"127";"0,873";"0,676";"0,764";3551603
"Serrana";"1991";"0,513";"253";"0,711";"0,287";"0,662";3551504
"Serrana";"2000";"0,612";"494";"0,748";"0,468";"0,655";3551504
"Serrana";"2010";"0,729";"400";"0,835";"0,65";"0,713";3551504
"Sertãozinho";"1991";"0,551";"112";"0,776";"0,305";"0,706";3551702
"Sertãozinho";"2000";"0,692";"102";"0,816";"0,552";"0,737";3551702
"Sertãozinho";"2010";"0,761";"160";"0,855";"0,672";"0,768";3551702
"Sete Barras";"1991";"0,447";"517";"0,704";"0,212";"0,598";3551801
"Sete Barras";"2000";"0,546";"628";"0,733";"0,373";"0,594";3551801
"Sete Barras";"2010";"0,673";"633";"0,832";"0,562";"0,651";3551801
"Severínia";"1991";"0,465";"460";"0,725";"0,199";"0,697";3551900
"Severínia";"2000";"0,638";"359";"0,787";"0,471";"0,702";3551900
"Severínia";"2010";"0,715";"502";"0,807";"0,638";"0,709";3551900
"Silveiras";"1991";"0,419";"587";"0,695";"0,192";"0,553";3552007
"Silveiras";"2000";"0,574";"604";"0,791";"0,375";"0,639";3552007
"Silveiras";"2010";"0,678";"625";"0,812";"0,584";"0,657";3552007
"Socorro";"1991";"0,477";"421";"0,719";"0,236";"0,64";3552106
"Socorro";"2000";"0,63";"404";"0,784";"0,454";"0,703";3552106
"Socorro";"2010";"0,729";"400";"0,828";"0,634";"0,737";3552106
"Sorocaba";"1991";"0,579";"42";"0,72";"0,376";"0,717";3552205
"Sorocaba";"2000";"0,721";"32";"0,806";"0,615";"0,757";3552205
"Sorocaba";"2010";"0,798";"25";"0,843";"0,762";"0,792";3552205
"Sud Mennucci";"1991";"0,495";"326";"0,719";"0,27";"0,625";3552304
"Sud Mennucci";"2000";"0,649";"289";"0,749";"0,55";"0,665";3552304
"Sud Mennucci";"2010";"0,747";"252";"0,809";"0,694";"0,743";3552304
"Sumaré";"1991";"0,506";"280";"0,759";"0,261";"0,655";3552403
"Sumaré";"2000";"0,658";"246";"0,802";"0,514";"0,691";3552403
"Sumaré";"2010";"0,762";"151";"0,845";"0,705";"0,744";3552403
"Suzanápolis";"1991";"0,446";"520";"0,721";"0,204";"0,604";3552551
"Suzanápolis";"2000";"0,591";"570";"0,738";"0,453";"0,619";3552551
"Suzanápolis";"2010";"0,699";"584";"0,813";"0,631";"0,665";3552551
"Suzano";"1991";"0,529";"177";"0,716";"0,309";"0,671";3552502
"Suzano";"2000";"0,662";"230";"0,757";"0,557";"0,689";3552502
"Suzano";"2010";"0,765";"138";"0,873";"0,723";"0,708";3552502
"Tabapuã";"1991";"0,483";"392";"0,735";"0,231";"0,665";3552601
"Tabapuã";"2000";"0,658";"246";"0,79";"0,543";"0,664";3552601
"Tabapuã";"2010";"0,735";"345";"0,82";"0,666";"0,726";3552601
"Tabatinga";"1991";"0,449";"509";"0,703";"0,201";"0,641";3552700
"Tabatinga";"2000";"0,606";"517";"0,777";"0,426";"0,674";3552700
"Tabatinga";"2010";"0,704";"560";"0,818";"0,609";"0,7";3552700
"Taboão da Serra";"1991";"0,562";"80";"0,718";"0,351";"0,705";3552809
"Taboão da Serra";"2000";"0,689";"110";"0,81";"0,557";"0,724";3552809
"Taboão da Serra";"2010";"0,769";"115";"0,863";"0,71";"0,742";3552809
"Taciba";"1991";"0,47";"442";"0,688";"0,264";"0,57";3552908
"Taciba";"2000";"0,621";"448";"0,784";"0,476";"0,643";3552908
"Taciba";"2010";"0,723";"446";"0,809";"0,684";"0,682";3552908
"Taguaí";"1991";"0,46";"477";"0,742";"0,227";"0,578";3553005
"Taguaí";"2000";"0,611";"499";"0,795";"0,446";"0,643";3553005
"Taguaí";"2010";"0,709";"542";"0,818";"0,631";"0,69";3553005
"Taiaçu";"1991";"0,421";"582";"0,717";"0,169";"0,617";3553104
"Taiaçu";"2000";"0,62";"456";"0,752";"0,485";"0,655";3553104
"Taiaçu";"2010";"0,71";"534";"0,814";"0,628";"0,701";3553104
"Taiúva";"1991";"0,552";"111";"0,764";"0,328";"0,671";3553203
"Taiúva";"2000";"0,697";"89";"0,817";"0,592";"0,7";3553203
"Taiúva";"2010";"0,76";"164";"0,835";"0,718";"0,732";3553203
"Tambaú";"1991";"0,5";"309";"0,738";"0,271";"0,626";3553302
"Tambaú";"2000";"0,621";"448";"0,763";"0,47";"0,668";3553302
"Tambaú";"2010";"0,731";"381";"0,858";"0,624";"0,729";3553302
"Tanabi";"1991";"0,531";"172";"0,719";"0,334";"0,624";3553401
"Tanabi";"2000";"0,668";"189";"0,773";"0,558";"0,691";3553401
"Tanabi";"2010";"0,748";"248";"0,829";"0,687";"0,735";3553401
"Tapiraí";"1991";"0,446";"520";"0,677";"0,226";"0,579";3553500
"Tapiraí";"2000";"0,579";"592";"0,765";"0,396";"0,641";3553500
"Tapiraí";"2010";"0,681";"619";"0,846";"0,578";"0,647";3553500
"Tapiratiba";"1991";"0,462";"471";"0,762";"0,217";"0,595";3553609
"Tapiratiba";"2000";"0,643";"328";"0,796";"0,494";"0,677";3553609
"Tapiratiba";"2010";"0,751";"219";"0,87";"0,692";"0,703";3553609
"Taquaral";"1991";"0,468";"449";"0,717";"0,195";"0,731";3553658
"Taquaral";"2000";"0,627";"422";"0,768";"0,435";"0,737";3553658
"Taquaral";"2010";"0,759";"169";"0,823";"0,716";"0,742";3553658
"Taquaritinga";"1991";"0,515";"240";"0,724";"0,282";"0,668";3553708
"Taquaritinga";"2000";"0,664";"216";"0,785";"0,537";"0,695";3553708
"Taquaritinga";"2010";"0,748";"248";"0,827";"0,696";"0,727";3553708
"Taquarituba";"1991";"0,42";"586";"0,642";"0,188";"0,614";3553807
"Taquarituba";"2000";"0,591";"570";"0,742";"0,424";"0,655";3553807
"Taquarituba";"2010";"0,701";"578";"0,811";"0,606";"0,7";3553807
"Taquarivaí";"1991";"0,351";"634";"0,648";"0,138";"0,482";3553856
"Taquarivaí";"2000";"0,498";"641";"0,745";"0,275";"0,602";3553856
"Taquarivaí";"2010";"0,679";"624";"0,811";"0,626";"0,617";3553856
"Tarabai";"1991";"0,487";"364";"0,693";"0,289";"0,575";3553906
"Tarabai";"2000";"0,611";"499";"0,784";"0,489";"0,595";3553906
"Tarabai";"2010";"0,726";"426";"0,823";"0,697";"0,666";3553906
"Tarumã";"1991";"0,469";"447";"0,742";"0,239";"0,581";3553955
"Tarumã";"2000";"0,654";"272";"0,793";"0,537";"0,656";3553955
"Tarumã";"2010";"0,753";"207";"0,852";"0,68";"0,738";3553955
"Tatuí";"1991";"0,54";"143";"0,735";"0,323";"0,664";3554003
"Tatuí";"2000";"0,672";"171";"0,81";"0,528";"0,71";3554003
"Tatuí";"2010";"0,752";"216";"0,842";"0,688";"0,734";3554003
"Taubaté";"1991";"0,6";"22";"0,783";"0,393";"0,701";3554102
"Taubaté";"2000";"0,734";"20";"0,813";"0,639";"0,761";3554102
"Taubaté";"2010";"0,8";"22";"0,883";"0,746";"0,778";3554102
"Tejupá";"1991";"0,336";"636";"0,684";"0,107";"0,519";3554201
"Tejupá";"2000";"0,54";"632";"0,743";"0,35";"0,606";3554201
"Tejupá";"2010";"0,668";"635";"0,794";"0,563";"0,668";3554201
"Teodoro Sampaio";"1991";"0,485";"370";"0,695";"0,262";"0,625";3554300
"Teodoro Sampaio";"2000";"0,625";"433";"0,761";"0,478";"0,67";3554300
"Teodoro Sampaio";"2010";"0,741";"297";"0,856";"0,679";"0,699";3554300
"Terra Roxa";"1991";"0,484";"380";"0,703";"0,258";"0,626";3554409
"Terra Roxa";"2000";"0,609";"504";"0,786";"0,455";"0,632";3554409
"Terra Roxa";"2010";"0,749";"236";"0,838";"0,684";"0,732";3554409
"Tietê";"1991";"0,557";"96";"0,754";"0,328";"0,7";3554508
"Tietê";"2000";"0,698";"87";"0,816";"0,557";"0,748";3554508
"Tietê";"2010";"0,778";"75";"0,884";"0,698";"0,764";3554508
"Timburi";"1991";"0,396";"615";"0,688";"0,171";"0,526";3554607
"Timburi";"2000";"0,593";"561";"0,73";"0,456";"0,627";3554607
"Timburi";"2010";"0,71";"534";"0,826";"0,629";"0,688";3554607
"Torre de Pedra";"1991";"0,492";"344";"0,695";"0,289";"0,592";3554656
"Torre de Pedra";"2000";"0,575";"602";"0,786";"0,399";"0,606";3554656
"Torre de Pedra";"2010";"0,714";"509";"0,829";"0,647";"0,679";3554656
"Torrinha";"1991";"0,546";"124";"0,783";"0,312";"0,665";3554706
"Torrinha";"2000";"0,667";"196";"0,802";"0,534";"0,693";3554706
"Torrinha";"2010";"0,744";"274";"0,852";"0,658";"0,734";3554706
"Trabiju";"1991";"0,356";"631";"0,687";"0,111";"0,591";3554755
"Trabiju";"2000";"0,571";"612";"0,708";"0,422";"0,624";3554755
"Trabiju";"2010";"0,722";"452";"0,811";"0,697";"0,666";3554755
"Tremembé";"1991";"0,563";"76";"0,775";"0,336";"0,687";3554805
"Tremembé";"2000";"0,705";"57";"0,82";"0,582";"0,733";3554805
"Tremembé";"2010";"0,785";"50";"0,873";"0,72";"0,769";3554805
"Três Fronteiras";"1991";"0,491";"347";"0,685";"0,307";"0,563";3554904
"Três Fronteiras";"2000";"0,646";"299";"0,781";"0,528";"0,654";3554904
"Três Fronteiras";"2010";"0,753";"207";"0,829";"0,726";"0,71";3554904
"Tuiuti";"1991";"0,391";"617";"0,741";"0,141";"0,57";3554953
"Tuiuti";"2000";"0,604";"526";"0,814";"0,414";"0,654";3554953
"Tuiuti";"2010";"0,728";"409";"0,871";"0,63";"0,702";3554953
"Tupã";"1991";"0,562";"80";"0,727";"0,359";"0,679";3555000
"Tupã";"2000";"0,691";"104";"0,818";"0,563";"0,717";3555000
"Tupã";"2010";"0,771";"107";"0,852";"0,704";"0,764";3555000
"Tupi Paulista";"1991";"0,566";"70";"0,742";"0,388";"0,629";3555109
"Tupi Paulista";"2000";"0,713";"45";"0,817";"0,632";"0,701";3555109
"Tupi Paulista";"2010";"0,769";"115";"0,835";"0,715";"0,762";3555109
"Turiúba";"1991";"0,519";"218";"0,719";"0,327";"0,596";3555208
"Turiúba";"2000";"0,67";"179";"0,784";"0,591";"0,649";3555208
"Turiúba";"2010";"0,751";"219";"0,824";"0,721";"0,713";3555208
"Turmalina";"1991";"0,522";"206";"0,705";"0,364";"0,554";3555307
"Turmalina";"2000";"0,653";"275";"0,783";"0,568";"0,625";3555307
"Turmalina";"2010";"0,736";"339";"0,817";"0,675";"0,724";3555307
"Ubarana";"1991";"0,368";"625";"0,698";"0,125";"0,569";3555356
"Ubarana";"2000";"0,596";"553";"0,793";"0,439";"0,608";3555356
"Ubarana";"2010";"0,7";"581";"0,844";"0,604";"0,672";3555356
"Ubatuba";"1991";"0,518";"227";"0,711";"0,292";"0,671";3555406
"Ubatuba";"2000";"0,633";"387";"0,748";"0,482";"0,703";3555406
"Ubatuba";"2010";"0,751";"219";"0,841";"0,679";"0,741";3555406
"Ubirajara";"1991";"0,391";"617";"0,71";"0,152";"0,552";3555505
"Ubirajara";"2000";"0,586";"581";"0,739";"0,444";"0,612";3555505
"Ubirajara";"2010";"0,727";"418";"0,829";"0,674";"0,689";3555505
"Uchoa";"1991";"0,529";"177";"0,686";"0,333";"0,649";3555604
"Uchoa";"2000";"0,652";"280";"0,768";"0,55";"0,657";3555604
"Uchoa";"2010";"0,721";"460";"0,823";"0,644";"0,708";3555604
"União Paulista";"1991";"0,472";"437";"0,716";"0,268";"0,548";3555703
"União Paulista";"2000";"0,597";"549";"0,798";"0,441";"0,604";3555703
"União Paulista";"2010";"0,749";"236";"0,863";"0,699";"0,697";3555703
"Urânia";"1991";"0,485";"370";"0,687";"0,269";"0,618";3555802
"Urânia";"2000";"0,655";"264";"0,754";"0,569";"0,654";3555802
"Urânia";"2010";"0,746";"260";"0,804";"0,709";"0,727";3555802
"Uru";"1991";"0,494";"327";"0,688";"0,332";"0,527";3555901
"Uru";"2000";"0,645";"310";"0,742";"0,568";"0,636";3555901
"Uru";"2010";"0,712";"522";"0,832";"0,639";"0,678";3555901
"Urupês";"1991";"0,519";"218";"0,7";"0,31";"0,643";3556008
"Urupês";"2000";"0,686";"127";"0,794";"0,595";"0,684";3556008
"Urupês";"2010";"0,745";"265";"0,817";"0,683";"0,741";3556008
"Valentim Gentil";"1991";"0,499";"311";"0,706";"0,29";"0,607";3556107
"Valentim Gentil";"2000";"0,651";"284";"0,793";"0,513";"0,679";3556107
"Valentim Gentil";"2010";"0,735";"345";"0,81";"0,692";"0,708";3556107
"Valinhos";"1991";"0,597";"25";"0,746";"0,391";"0,729";3556206
"Valinhos";"2000";"0,741";"12";"0,811";"0,633";"0,793";3556206
"Valinhos";"2010";"0,819";"5";"0,85";"0,763";"0,848";3556206
"Valparaíso";"1991";"0,494";"327";"0,71";"0,277";"0,614";3556305
"Valparaíso";"2000";"0,669";"181";"0,753";"0,58";"0,685";3556305
"Valparaíso";"2010";"0,725";"430";"0,825";"0,643";"0,719";3556305
"Vargem";"1991";"0,428";"569";"0,732";"0,161";"0,664";3556354
"Vargem";"2000";"0,596";"553";"0,811";"0,395";"0,662";3556354
"Vargem";"2010";"0,699";"584";"0,839";"0,591";"0,69";3556354
"Vargem Grande do Sul";"1991";"0,489";"358";"0,724";"0,247";"0,655";3556404
"Vargem Grande do Sul";"2000";"0,635";"371";"0,777";"0,484";"0,682";3556404
"Vargem Grande do Sul";"2010";"0,737";"330";"0,863";"0,643";"0,721";3556404
"Vargem Grande Paulista";"1991";"0,485";"370";"0,699";"0,246";"0,662";3556453
"Vargem Grande Paulista";"2000";"0,659";"242";"0,805";"0,503";"0,706";3556453
"Vargem Grande Paulista";"2010";"0,77";"110";"0,884";"0,683";"0,755";3556453
"Várzea Paulista";"1991";"0,477";"421";"0,73";"0,226";"0,656";3556503
"Várzea Paulista";"2000";"0,646";"299";"0,8";"0,502";"0,672";3556503
"Várzea Paulista";"2010";"0,759";"169";"0,863";"0,705";"0,72";3556503
"Vera Cruz";"1991";"0,515";"240";"0,676";"0,326";"0,619";3556602
"Vera Cruz";"2000";"0,665";"208";"0,754";"0,574";"0,678";3556602
"Vera Cruz";"2010";"0,754";"199";"0,83";"0,715";"0,722";3556602
"Vinhedo";"1991";"0,581";"37";"0,78";"0,346";"0,725";3556701
"Vinhedo";"2000";"0,749";"6";"0,828";"0,626";"0,81";3556701
"Vinhedo";"2010";"0,817";"6";"0,878";"0,739";"0,84";3556701
"Viradouro";"1991";"0,502";"298";"0,705";"0,267";"0,673";3556800
"Viradouro";"2000";"0,646";"299";"0,787";"0,51";"0,671";3556800
"Viradouro";"2010";"0,739";"314";"0,823";"0,683";"0,717";3556800
"Vista Alegre do Alto";"1991";"0,505";"285";"0,744";"0,253";"0,683";3556909
"Vista Alegre do Alto";"2000";"0,668";"189";"0,787";"0,514";"0,737";3556909
"Vista Alegre do Alto";"2010";"0,744";"274";"0,84";"0,676";"0,726";3556909
"Vitória Brasil";"1991";"0,49";"352";"0,704";"0,279";"0,598";3556958
"Vitória Brasil";"2000";"0,571";"612";"0,738";"0,415";"0,607";3556958
"Vitória Brasil";"2010";"0,725";"430";"0,811";"0,685";"0,686";3556958
"Votorantim";"1991";"0,527";"184";"0,727";"0,313";"0,645";3557006
"Votorantim";"2000";"0,688";"114";"0,794";"0,59";"0,695";3557006
"Votorantim";"2010";"0,767";"127";"0,838";"0,747";"0,72";3557006
"Votuporanga";"1991";"0,571";"59";"0,769";"0,361";"0,669";3557105
"Votuporanga";"2000";"0,723";"28";"0,815";"0,624";"0,744";3557105
"Votuporanga";"2010";"0,79";"35";"0,857";"0,744";"0,772";3557105
"Zacarias";"1991";"0,488";"361";"0,71";"0,304";"0,54";3557154
"Zacarias";"2000";"0,64";"350";"0,803";"0,539";"0,607";3557154
"Zacarias";"2010";"0,729";"400";"0,826";"0,674";"0,695";3557154
